meanRural	meanUrban	percentIdentity	pValue	alignmentLength	higherInRural
0.864495705187562	0.292775301471058	99.2	1.85448972640501E-5	250	true
1.63335830757268	0.7846033317733361	100.0	1.29851405207271E-4	250	true
0.86780599620163	1.35480525508027	98.8	6.24278987828353E-4	250	false
0.7774127696669395	1.33049135153369	100.0	2.04257021507726E-4	250	false
0.5474141146565406	1.114583837783595	97.21	6.85887668309904E-4	251	false
0.494130851385173	1.012620746841668	95.6	0.00101030849533101	250	false
0.701068167577173	0.04917633146994965	95.24	2.37669228174919E-4	252	true
0.4985304771244825	0.972841317060807	99.6	0.00101692996104497	250	false
0.834146498297966	0.208912555101433	100.0	6.03886409485277E-4	250	true
0.4148660671810745	0.9354778472935315	99.2	5.61947658669348E-4	250	false
0.248539559885318	0.775197593343543	100.0	4.24014619162083E-4	250	false
1.38112727642154	2.08458976184685	100.0	6.07718468691676E-4	250	false
0.5589662781509185	0.0375433385397929	97.2	9.14197132850569E-4	250	true
0.2271592282995365	0.6091504560338565	98.8	0.00105243364873564	250	false
0.2230765723975085	0.6126065909132475	98.0	7.12899909995679E-4	250	false
2.5763394971438096	3.109755042890005	99.6	9.0126752212405E-4	250	false
2.241184549287175	2.844073634293265	98.8	7.91023395778079E-4	250	false
0.350402993082778	0.0750799974218423	99.2	0.00109499975691452	250	true
0.157484050440446	0.3745376359990915	98.8	6.12483125378649E-4	250	false
1.136506786363125	1.8266994849152551	98.8	5.04621500120317E-4	250	false
0.5687525659272366	1.0609318672899049	99.6	0.00117896465408118	250	false
0.7376160303871445	0.1357408517975855	100.0	0.00131261453800557	250	true
0.232009446509572	0.6635925484797836	97.05	0.00154199988655568	237	false
0.5174508228458485	1.1434620244503049	100.0	0.00161440407240709	250	false
0.3892743731218565	0.10577403881341021	98.8	0.00174246244408727	250	true
0.519763626091605	1.0482739952402707	99.2	0.00204254325830444	250	false
0.17538628669875186	0.6041088886177151	100.0	0.00197864056216579	250	false
0.06972721701001396	0.39757019209274	93.6	0.00190342531527699	250	false
0.7045786435472614	0.064691964140303	96.0	0.00223388494017585	250	true
0.08332876600214009	0.351457909934638	98.8	0.00232549929382142	250	false
0.7892017950340895	1.344462900707545	100.0	0.00243551908894024	250	false
0.9803921518917305	1.51593060748929	98.4	0.002989735856473	250	false
1.764520505099345	2.424366199709945	98.8	0.00298860249979871	250	false
0.573698717060952	0.17585911161307	100.0	0.00282231986920334	250	true
2.0327275613963547	2.674049184665215	100.0	0.00298310106582633	250	false
1.54859683685289	0.9733190782015755	100.0	0.00299000944475525	250	true
0.9735149463617445	0.55577753809032	99.6	0.0033351586344883	250	true
0.0988346704748701	0.26204605263584047	97.2	0.00338813531577853	250	false
1.029667175065104	1.682495681394915	99.6	0.00334161644090347	250	false
0.39674251648178105	0.8691468572360319	99.58	0.00362410617374809	237	false
0.634074490356595	0.18928347503416	99.2	0.00456115860297945	250	true
1.03224757183684	1.4706064499564548	100.0	0.00475457837886384	250	false
1.022506546164072	0.570508624624424	100.0	0.00505214968436918	250	true
0.5188976046723005	0.8577983761306756	100.0	0.00489659765664796	250	false
0.19368133797231551	0.5740348600157275	97.6	0.00502275532967111	250	false
2.986743002273885	3.50218408144924	100.0	0.00554699744804266	250	false
0.6191608933189146	0.1386622572926455	100.0	0.0054857848016181	250	true
1.0333275080406854	0.5351991670631115	98.8	0.00594071174316735	250	true
1.72029747286812	2.29039981499719	97.6	0.00612761606551815	250	false
0.5305773465588315	0.10842609480183615	100.0	0.00610015731187219	250	true
0.5026342199783125	0.8751283391290285	97.6	0.00619604186363609	250	false
0.639003449406645	0.3229132519586295	98.0	0.00657035704056708	250	true
0.4311611421864785	0.2054190609430775	100.0	0.00652526459433167	250	true
1.186686497949545	1.718472409291155	99.2	0.00687774571834621	250	false
0.42602978429544247	0.692654018096604	99.6	0.00710877394050335	250	false
0.7785806381669895	1.190040022894895	97.6	0.00772916193271578	250	false
0.66562713778542	0.205113221027063	99.6	0.00767816809161026	250	true
0.4627224399267805	0.04555908413708975	100.0	0.00776899271733933	250	true
0.6070976844549985	0.05054227667513065	100.0	0.00811225521834502	250	true
0.6363291076179555	0.08624353701552326	97.2	0.0082819888415766	250	true
1.3768891177151552	1.7057938915156101	100.0	0.00850369706701315	250	false
1.59333565871396	2.0886807425441702	98.8	0.00903407998170014	250	false
1.79539344801392	0.8511434349923994	100.0	0.01019741055095	250	true
0.17484277331930048	0.6223417258752004	99.2	0.00987258392197932	250	false
0.6871693540786915	0.234487685406718	100.0	0.0100829553728459	250	true
0.526099085833831	0.0847513689385706	96.81	0.00976371176484836	251	true
0.8426320565116775	0.5637311793454605	98.8	0.00951329324075934	250	true
0.318908647979881	0.5436750066244925	98.0	0.0101956733004059	250	false
0.7744811831929634	0.1927242892375265	98.8	0.010796790533372	250	true
0.2011414898874205	0.603029890243186	96.0	0.0116590447865972	250	false
0.320011460166091	0.6119253532741435	97.6	0.0114078806951716	250	false
0.37719028197149695	0.1180970320355505	98.0	0.0114413984132692	250	true
0.14718981728881136	0.4002673571691215	99.2	0.0111519159005278	250	false
0.0388824747492067	0.2929410405832425	100.0	0.011679697622285	250	false
0.598429470749335	0.115041121852698	95.22	0.0124513553753749	251	true
0.9694836217251195	0.4660350069045855	100.0	0.0127012542555649	250	true
1.436799349972575	0.9504500883662139	100.0	0.0133868502382301	250	true
1.05499696670068	1.472012313997615	96.8	0.0132264197857662	250	false
0.7757725464988099	1.15801372891294	99.2	0.0132550652385766	250	false
0.37920224491705945	0.793059820442079	100.0	0.0135168643417565	250	false
0.6509085469282815	0.35529406827382204	98.0	0.0141765382920512	250	true
0.512704591256614	0.2272119835217325	98.4	0.0140841247876404	250	true
0.7690419056261044	0.19227437068922748	97.2	0.0145016788709118	250	true
0.721586118758482	1.0948661714500751	99.58	0.0147287311525059	237	false
0.782771228332472	0.3872297308639885	100.0	0.0148884091161861	250	true
1.24927347386227	0.4772426417651575	97.99	0.0150963013284504	249	true
1.006918160247601	0.5654312180648495	94.51	0.0154065530329835	237	true
0.680283483168557	1.149076561301585	96.4	0.0160455485367476	250	false
0.584337663848741	0.8659364761380695	100.0	0.0158877739615951	250	false
1.6586050292622398	2.041526455133295	99.6	0.0166205769504433	250	false
0.5607572601944044	0.19927017236731148	98.0	0.0165249543743029	250	true
0.391426394988063	0.08204077898451345	98.78	0.0171567267434412	245	true
0.9968118170943101	0.2559003488751345	100.0	0.0175232291514426	250	true
0.10814277749728751	0.289425099518051	98.4	0.017665409670242	250	false
1.34634651700386	1.0108218315006599	98.8	0.0182414416983488	250	true
0.1603029984850425	0.48599391962536853	99.6	0.0183153458133354	250	false
0.5184918082509415	0.1170807205056875	99.6	0.0186461562988935	250	true
1.369554052665165	1.7845003240386599	99.6	0.0192726706562072	250	false
0.95734012187974	1.3840555834824348	98.4	0.0195312488874029	250	false
0.9190673017578019	0.285975166448712	99.15	0.020051630127105	236	true
1.0828909865968654	0.5940261712428315	98.8	0.0207924988530996	250	true
0.33079370971413047	0.64848191871826	100.0	0.0209767928761972	250	false
0.543245957178629	0.1819788121923035	98.0	0.020610573563361	250	true
1.509833625079855	0.9730494636507455	100.0	0.0204357733804705	250	true
0.1563201893021645	0.352719531483658	99.6	0.0213195410705738	249	false
0.30791880299374996	0.6982032328404685	98.4	0.0217112362361566	250	false
0.21553364585691348	0.5025747988062805	99.2	0.0220160836216856	250	false
1.059165498773195	1.545253875943605	100.0	0.0227540060798654	250	false
0.8428935005678385	0.26000435941555	96.4	0.0228295642269536	250	true
0.37753755227316554	0.837719814737234	99.16	0.0230652611986497	237	false
0.347013434824705	0.6767411080076605	99.6	0.0229587397874935	250	false
0.07604731988046005	0.282666698480731	98.0	0.0224006470897906	250	false
1.52497901911942	1.136440845262575	100.0	0.0242775215651216	250	true
0.683324661628523	0.23220396220538397	100.0	0.0239303189127555	250	true
1.627473270454775	1.0984935620455771	99.6	0.024041576061721	250	true
0.421673831550066	0.739034386750717	98.39	0.0243221265303708	249	false
0.09556526856834704	0.340859488910994	99.6	0.024070466369572	250	false
0.5654753220079545	0.206746498464382	100.0	0.024712423525571	250	true
0.09922622493661445	0.26879296939804354	98.4	0.0248771094745823	250	false
0.5852948269909575	0.0649593444934343	97.6	0.0270146745567958	250	true
0.880055212198266	1.29269645836147	100.0	0.0258321630716278	250	false
1.3408681478250601	1.07190806514084	98.73	0.0263144844228531	237	true
1.406494514778175	0.6995304698954	100.0	0.0265786800696155	250	true
0.619855175017021	0.3065387358740145	100.0	0.0262342015003117	250	true
0.4155013697916415	0.0996405650414495	97.2	0.0268900993710022	250	true
0.1238684444286015	0.3910921709169775	99.2	0.0265449330263512	250	false
0.212240914267087	0.366712288407131	99.6	0.0269645677644877	250	false
0.8714337401746755	0.317637715931415	100.0	0.0267911143253275	250	true
1.160614424166015	0.6904665423332059	96.0	0.0273378959321653	250	true
0.97245910361649	0.2742497663191815	99.6	0.0277321309907981	250	true
0.641536443188994	1.1363107054506165	100.0	0.029743377303586	250	false
0.896513253397984	0.5055235076642235	100.0	0.0284991999689724	250	true
0.653798150248343	0.165156605099641	100.0	0.0296376775919815	250	true
0.5606537341678131	0.9475570413601364	98.4	0.0291998468466822	250	false
0.7518964762239465	0.2448539512235695	98.4	0.0297011856108311	250	true
0.343699420473361	0.6704404643799455	100.0	0.0294419378859276	250	false
0.3814923970906665	0.648098183856535	99.16	0.0288832979592841	237	false
0.2736249536823385	0.597553366835443	99.2	0.0300908960172532	250	false
0.7078007584478081	0.3457848327459835	98.4	0.030566326749657	250	true
0.17713618331492748	0.4029219575584615	97.6	0.0310320917684694	250	false
0.7487008550114105	0.371350899605635	98.0	0.0320999010640786	250	true
2.01948911279752	1.68435220135556	99.6	0.0318663065052751	250	true
0.195806823582965	0.47055519043205996	99.2	0.0321789786181428	250	false
0.8045227572148794	0.232081657373997	96.8	0.033130444503213	250	true
1.177925071972545	0.6510854747733386	100.0	0.0347020412520062	250	true
0.509757167266784	0.9927392580554015	95.6	0.0346879949018033	250	false
0.6125505561457925	0.2517058945438335	100.0	0.0350883177286401	250	true
0.142854521427569	0.3532023500839545	97.2	0.0351338167861917	250	false
0.14680977255750566	0.276907291155999	98.4	0.0348129442058029	250	false
0.2994565218013915	0.0679120269047611	100.0	0.035743295011917	250	true
0.9906310120454611	0.473749565976559	100.0	0.0363038476346831	250	true
0.8176047261372246	1.236497189680915	94.8	0.0363764740476311	250	false
2.72736770729952	1.88574756657149	100.0	0.0369540206035048	250	true
0.6561002707321726	0.142014458056555	99.2	0.0387244087811445	250	true
3.39500979263067	2.99712362966654	100.0	0.0389720891453209	250	true
0.4652285024761735	0.839738824408904	94.84	0.0393102919879755	252	false
0.39069271959388296	0.718117992798875	97.2	0.0382852240535262	250	false
2.0896057896300197	1.72107017546863	98.8	0.0392742352378709	250	true
0.147780228127922	0.3723613053568235	99.2	0.0387532407902286	250	false
0.322133773214251	0.141267196264999	98.0	0.0383735945664946	250	true
0.72177088122005	1.039694886443203	98.8	0.040424324592585	250	false
0.8696789274975735	0.407379714405161	100.0	0.0407766824119014	250	true
1.033043387961035	0.4673529957904825	100.0	0.0411466856236435	250	true
2.09271790474487	2.2451787384055253	99.2	0.0436618577614794	250	false
0.578442061216075	0.951620074188462	96.41	0.0449956575167731	251	false
0.969460979935248	1.3475970526971501	99.2	0.0456028956294388	250	false
0.157482037496033	0.34103479215876653	96.0	0.0457139821320001	250	false
0.7205069089334439	0.2666804624907245	99.2	0.0479110427401513	250	true
0.9718213397978346	1.314104389501005	98.8	0.048253626923483	250	false
0.4360922128271405	0.24183915627063748	96.8	0.0495455894625755	250	true
0.24780510615429102	0.439415112233352	96.8	0.0494469764491974	250	false
0.7817251276080185	0.37914959310256946	100.0	0.0508963311669133	250	true
0.45875124882985296	0.8267457872527164	100.0	0.0509644053340349	250	false
0.6830927926641225	0.9224249256268915	100.0	0.05309212809485	249	false
0.1529603813445899	0.421423196590278	100.0	0.0529414591923882	250	false
2.21266665458631	1.866142471273365	99.2	0.0534153813851164	250	true
1.0077044834953126	0.5033987992736499	97.6	0.054310925292735	250	true
1.407129703107105	2.08117089291491	100.0	0.0559984817970567	250	false
0.28651888554940597	0.588312930204441	98.01	0.0560933523321339	251	false
0.707758489890036	0.3151278106396625	97.6	0.0565531220661235	250	true
1.78404477950487	2.19054380439085	99.2	0.0573439807400077	250	false
0.387922569767846	0.63373479356977	99.16	0.0577912645762101	237	false
1.10258584880634	0.5955922238517565	100.0	0.0585866957950663	250	true
1.275834524644605	0.9650570627237814	99.2	0.0589045449276004	250	true
0.415377035397524	0.11504287666364349	96.8	0.0605465399169867	250	true
0.354839177910365	0.12461903263923049	98.8	0.0604845610471516	250	true
0.451999527046344	0.1951551390541305	96.4	0.0604381610497324	250	true
0.5132667954915825	0.085102397769139	96.43	0.0615812313312633	252	true
1.3344167014196948	1.0653947986592152	99.2	0.0625665074259725	250	true
0.6282508928153935	0.3923344404124495	98.8	0.06184207583669	249	true
0.5377861800655195	0.29694796979023697	99.2	0.0622221839131121	249	true
0.2955017456730275	0.10367012847615376	99.2	0.0623509849425339	250	true
0.184257341770299	0.4374528520513135	98.0	0.0629422445516117	250	false
1.021929962329156	0.461409186440851	98.4	0.0655275561868939	250	true
0.5683819354435745	0.1679809709597035	100.0	0.0667191505282498	249	true
0.517840085769668	0.951209221037122	100.0	0.0666932849590591	250	false
0.7114186889246514	0.48116713756131146	97.59	0.0667638766234577	249	true
2.1867642664329052	1.813522613579345	100.0	0.0673078593757287	250	true
0.871065445396251	0.311203921422391	99.6	0.067510134817631	250	true
0.5570379008675745	0.24490061139847152	100.0	0.0678915459298339	250	true
1.508684845133145	1.171574303528205	100.0	0.069386673642885	250	true
0.5881237824302095	0.891317237254214	95.58	0.0695581272369266	249	false
1.354260565146225	0.9661346901388435	100.0	0.070802599635954	250	true
0.359250264612198	0.610653432244504	100.0	0.0704589482223474	250	false
0.301899677629726	0.5435674930450121	99.6	0.0718702771869122	250	false
0.39266118236721503	0.1710880514218375	98.4	0.0723030982692263	250	true
1.447319420031485	0.811471373616883	100.0	0.0748276228322848	250	true
1.99040980465634	1.44074389491169	99.6	0.0745027133123894	250	true
1.02237438259139	0.6025912003125555	100.0	0.0758902290851633	250	true
0.7855557821287424	0.35042668008442046	100.0	0.078370376899541	250	true
0.396392865586146	0.1829753262413215	98.8	0.0787500923986925	250	true
0.09706868060537714	0.2933145927512685	100.0	0.0792483878450674	250	false
0.462017494055344	0.648729642964442	100.0	0.0797798703271007	250	false
0.31282719467583997	0.11725850240134905	96.8	0.0812289303970832	250	true
0.49281239717021896	0.20476602124514248	99.2	0.0841431145161695	250	true
